Age,Job,Marital,Education,Housing,Loan,Contact,Duration,Success
56,retired,married,high.school,no,no,cellular,383,yes
64,retired,married,professional.course,no,no,cellular,222,yes
27,admin.,single,high.school,no,no,cellular,586,yes
35,admin.,married,university.degree,yes,no,cellular,385,no
25,student,single,high.school,yes,yes,cellular,660,yes
38,entrepreneur,married,basic.6y,no,no,cellular,271,yes
38,entrepreneur,married,basic.6y,yes,no,cellular,189,no
27,admin.,single,high.school,no,no,cellular,421,yes
32,management,single,university.degree,no,no,cellular,264,no
30,technician,single,professional.course,yes,no,telephone,12,no
33,admin.,married,university.degree,no,no,telephone,286,no
34,unemployed,single,university.degree,yes,no,cellular,167,yes
32,blue-collar,married,basic.4y,yes,no,telephone,13,no
26,technician,single,professional.course,no,no,telephone,8,no
26,admin.,married,high.school,no,no,cellular,598,yes
27,unknown,single,university.degree,yes,no,cellular,665,yes
52,admin.,married,university.degree,yes,no,cellular,255,no
26,admin.,married,high.school,no,no,cellular,428,no
30,technician,single,university.degree,yes,no,telephone,263,yes
27,unknown,single,university.degree,yes,no,cellular,121,no
33,services,married,high.school,yes,no,cellular,274,yes
56,retired,married,basic.4y,yes,no,cellular,337,yes
29,technician,single,high.school,yes,no,telephone,6,no
86,retired,single,basic.9y,no,no,telephone,955,yes
29,admin.,single,high.school,no,no,cellular,108,no
26,admin.,married,high.school,yes,yes,cellular,275,yes
66,retired,married,basic.4y,no,yes,cellular,319,yes
31,technician,single,university.degree,yes,no,telephone,119,no
52,admin.,married,university.degree,yes,yes,cellular,241,no
26,admin.,married,high.school,no,no,cellular,301,yes
37,admin.,single,high.school,yes,yes,cellular,114,no
37,admin.,single,high.school,no,no,telephone,494,no
35,management,married,university.degree,yes,yes,telephone,165,no
34,admin.,married,high.school,yes,no,telephone,12,no
29,admin.,single,high.school,no,no,telephone,28,no
60,management,married,university.degree,yes,yes,cellular,395,yes
37,admin.,single,high.school,no,no,cellular,609,yes
27,admin.,single,high.school,no,no,cellular,113,no
38,admin.,married,high.school,no,no,cellular,561,yes
33,blue-collar,married,university.degree,no,no,telephone,12,no
38,unemployed,divorced,high.school,no,no,telephone,10,no
39,blue-collar,married,basic.6y,yes,no,telephone,25,no
27,services,single,high.school,no,no,cellular,423,yes
37,admin.,single,university.degree,yes,no,cellular,96,no
33,admin.,married,university.degree,yes,yes,cellular,217,yes
37,admin.,single,university.degree,yes,no,cellular,844,no
35,admin.,single,university.degree,no,no,cellular,391,yes
27,services,single,high.school,unknown,unknown,cellular,179,yes
25,blue-collar,single,basic.9y,no,yes,cellular,667,yes
55,admin.,married,university.degree,yes,yes,cellular,129,no
48,admin.,single,university.degree,yes,no,cellular,194,yes
52,admin.,single,high.school,no,no,telephone,9,no
41,admin.,divorced,university.degree,no,no,cellular,101,no
34,technician,single,university.degree,yes,no,cellular,251,yes
25,admin.,married,high.school,yes,no,telephone,29,no
41,admin.,divorced,university.degree,no,no,cellular,128,yes
33,admin.,single,university.degree,yes,no,cellular,175,no
41,admin.,divorced,university.degree,yes,no,cellular,140,yes
33,admin.,single,university.degree,yes,no,cellular,182,no
21,student,single,basic.9y,yes,no,cellular,209,yes
46,admin.,married,high.school,yes,no,cellular,267,yes
46,admin.,married,high.school,yes,no,cellular,335,yes
30,admin.,single,university.degree,no,no,cellular,212,no
83,housemaid,divorced,basic.4y,yes,yes,cellular,257,no
29,admin.,single,high.school,no,no,cellular,319,yes
35,admin.,single,university.degree,no,no,telephone,42,no
46,admin.,married,high.school,yes,yes,cellular,396,yes
43,self-employed,married,university.degree,no,no,cellular,386,yes
83,housemaid,divorced,basic.4y,yes,no,cellular,667,yes
21,student,single,basic.9y,yes,yes,telephone,295,no
35,entrepreneur,single,university.degree,yes,no,cellular,156,no
55,admin.,married,high.school,no,no,telephone,229,yes
33,admin.,married,high.school,yes,yes,telephone,398,yes
35,admin.,married,high.school,yes,no,cellular,273,yes
36,services,married,high.school,no,no,telephone,276,yes
34,admin.,single,high.school,no,no,cellular,346,yes
57,unknown,married,basic.4y,yes,no,cellular,183,no
58,admin.,married,high.school,yes,no,cellular,214,no
75,retired,married,university.degree,yes,no,cellular,229,yes
29,admin.,single,high.school,yes,no,cellular,480,yes
37,admin.,married,high.school,unknown,unknown,cellular,294,yes
21,student,single,unknown,yes,yes,cellular,173,no
25,services,single,high.school,no,yes,telephone,411,yes
21,student,single,unknown,no,no,telephone,250,yes
21,student,single,unknown,yes,no,cellular,968,yes
39,technician,married,professional.course,yes,no,cellular,202,no
58,admin.,married,high.school,yes,yes,cellular,414,yes
25,admin.,single,high.school,no,no,cellular,449,yes
34,self-employed,single,university.degree,no,no,cellular,967,yes
21,student,single,unknown,no,no,telephone,220,no
25,services,single,high.school,yes,no,telephone,312,no
73,retired,divorced,professional.course,yes,no,cellular,131,no
34,admin.,married,university.degree,yes,no,cellular,344,yes
72,retired,married,basic.4y,no,yes,cellular,483,yes
26,unemployed,married,high.school,yes,no,cellular,474,yes
72,retired,married,basic.4y,yes,no,cellular,119,no
72,retired,married,basic.4y,yes,no,cellular,582,no
32,admin.,single,university.degree,yes,no,cellular,1185,no
46,admin.,married,university.degree,yes,no,cellular,341,yes
32,entrepreneur,married,university.degree,no,yes,cellular,116,no
79,retired,married,basic.4y,no,yes,cellular,464,yes
33,blue-collar,single,professional.course,no,yes,telephone,15,no
33,unemployed,married,university.degree,yes,no,telephone,25,no
26,unemployed,single,high.school,yes,no,telephone,23,no
39,admin.,divorced,university.degree,yes,yes,cellular,398,yes
36,technician,single,university.degree,yes,yes,cellular,305,no
59,retired,divorced,basic.4y,no,yes,cellular,210,yes
39,admin.,divorced,university.degree,no,yes,cellular,375,yes
28,blue-collar,single,high.school,no,yes,cellular,101,no
62,technician,married,unknown,no,yes,cellular,123,no
35,technician,single,professional.course,no,no,cellular,562,yes
62,technician,married,unknown,yes,no,cellular,273,no
27,admin.,single,university.degree,no,yes,cellular,537,yes
28,student,single,high.school,yes,yes,cellular,154,no
24,admin.,single,high.school,no,no,cellular,452,yes
19,student,single,basic.9y,no,yes,telephone,567,yes
28,blue-collar,single,high.school,no,no,cellular,194,no
19,student,single,basic.9y,yes,no,cellular,236,no
62,technician,married,unknown,no,no,cellular,262,yes
62,technician,married,unknown,yes,no,cellular,248,yes
33,admin.,single,university.degree,yes,no,cellular,289,no
27,admin.,single,university.degree,no,no,cellular,200,no
28,student,single,high.school,yes,no,cellular,250,yes
29,admin.,married,university.degree,yes,yes,cellular,256,no
73,retired,married,basic.4y,yes,no,cellular,305,yes
29,admin.,single,high.school,no,no,cellular,195,yes
22,services,single,professional.course,no,no,cellular,363,yes
83,retired,married,university.degree,yes,no,cellular,178,yes
32,services,married,basic.6y,yes,yes,telephone,35,no
83,retired,married,university.degree,no,no,telephone,617,yes
66,retired,married,high.school,no,no,cellular,475,yes
66,retired,married,high.school,yes,no,cellular,317,yes
29,admin.,married,university.degree,yes,no,cellular,88,no
29,admin.,married,university.degree,unknown,unknown,cellular,311,yes
24,student,single,high.school,yes,yes,cellular,316,no
31,unemployed,single,university.degree,yes,no,cellular,309,yes
35,technician,single,professional.course,yes,no,cellular,337,yes
35,technician,single,professional.course,yes,no,cellular,360,yes
22,services,single,professional.course,no,no,cellular,256,yes
73,retired,married,basic.4y,yes,yes,telephone,538,no
29,blue-collar,single,basic.6y,yes,no,telephone,151,no
35,technician,single,professional.course,yes,no,cellular,577,yes
32,technician,divorced,professional.course,yes,no,telephone,18,no
30,student,single,professional.course,yes,no,cellular,334,yes
31,admin.,single,high.school,yes,no,cellular,91,no
29,technician,single,basic.9y,yes,no,cellular,603,yes
53,blue-collar,single,basic.9y,yes,no,cellular,355,yes
45,management,married,university.degree,yes,no,cellular,817,yes
29,technician,single,professional.course,yes,no,cellular,133,no
78,retired,married,unknown,yes,no,cellular,203,no
29,admin.,single,university.degree,yes,no,cellular,276,yes
34,services,married,basic.9y,no,no,cellular,604,yes
53,blue-collar,single,basic.9y,yes,no,telephone,897,yes
35,admin.,married,university.degree,yes,no,cellular,287,yes
34,services,married,basic.9y,yes,yes,cellular,86,no
30,student,single,professional.course,yes,no,telephone,343,no
78,retired,married,unknown,yes,no,cellular,87,yes
44,blue-collar,divorced,basic.4y,no,no,telephone,71,no
23,blue-collar,single,basic.9y,yes,no,cellular,268,yes
27,blue-collar,single,high.school,yes,no,cellular,185,no
52,technician,married,basic.6y,yes,no,cellular,219,yes
50,management,married,university.degree,yes,no,cellular,367,yes
37,services,married,high.school,no,no,cellular,346,yes
28,services,single,high.school,yes,no,cellular,957,yes
30,admin.,single,university.degree,no,no,cellular,252,yes
28,self-employed,single,university.degree,no,no,cellular,178,no
32,admin.,single,university.degree,yes,no,cellular,250,no
20,student,single,basic.9y,yes,no,cellular,361,yes
80,retired,married,basic.4y,no,no,telephone,552,yes
70,retired,divorced,basic.4y,no,no,cellular,390,yes
35,admin.,married,university.degree,no,no,cellular,951,yes
23,blue-collar,single,basic.9y,no,no,cellular,250,yes
28,self-employed,single,university.degree,yes,no,cellular,198,yes
47,admin.,single,basic.9y,yes,yes,cellular,392,yes
38,technician,married,professional.course,no,no,cellular,561,no
54,retired,single,basic.4y,yes,no,cellular,392,no
63,retired,married,basic.4y,yes,no,cellular,261,no
31,admin.,single,university.degree,yes,no,cellular,815,yes
26,technician,single,university.degree,no,no,cellular,129,no
32,admin.,single,university.degree,no,no,cellular,184,no
44,admin.,married,unknown,no,no,cellular,745,yes
31,admin.,married,high.school,no,no,cellular,136,no
60,admin.,married,university.degree,no,no,cellular,316,yes
51,admin.,married,university.degree,no,yes,cellular,486,yes
31,admin.,married,high.school,yes,yes,cellular,44,no
43,technician,divorced,unknown,no,no,cellular,377,no
27,admin.,single,high.school,yes,no,telephone,7,no
29,admin.,single,high.school,yes,no,cellular,268,yes
32,management,single,university.degree,no,no,cellular,237,no
51,admin.,married,university.degree,no,yes,cellular,73,no
44,admin.,single,high.school,no,yes,telephone,12,no
59,technician,married,professional.course,yes,no,cellular,457,yes
21,housemaid,single,high.school,no,no,cellular,222,no
54,admin.,married,university.degree,no,yes,cellular,84,no
22,admin.,single,university.degree,yes,no,telephone,484,yes
56,technician,married,professional.course,yes,no,cellular,207,yes
78,retired,married,basic.4y,no,no,cellular,1148,yes
72,retired,married,basic.4y,yes,no,cellular,128,no
72,retired,married,basic.4y,yes,no,cellular,268,yes
56,unemployed,divorced,basic.4y,yes,no,cellular,187,yes
66,retired,married,basic.4y,yes,no,cellular,568,yes
78,retired,married,basic.4y,yes,no,cellular,212,yes
29,admin.,married,university.degree,yes,no,cellular,173,yes
30,technician,married,university.degree,yes,yes,cellular,204,yes
28,technician,single,university.degree,no,no,cellular,146,no
28,services,single,high.school,yes,no,cellular,192,no
29,technician,single,professional.course,no,yes,cellular,178,yes
54,unknown,married,basic.9y,yes,no,cellular,174,no
28,technician,single,university.degree,yes,no,cellular,175,no
23,student,single,unknown,no,no,cellular,165,yes
35,blue-collar,married,high.school,yes,no,telephone,7,no
62,retired,married,high.school,no,no,cellular,355,yes
23,unemployed,single,high.school,no,no,telephone,7,no
38,admin.,married,high.school,no,no,telephone,5,no
48,technician,married,professional.course,no,no,cellular,288,no
66,housemaid,married,basic.4y,no,no,telephone,1008,yes
23,admin.,single,university.degree,yes,no,cellular,104,no
82,housemaid,divorced,basic.4y,no,no,cellular,316,yes
72,retired,married,basic.6y,no,no,cellular,338,no
72,retired,married,basic.6y,yes,no,cellular,143,yes
37,unemployed,single,university.degree,yes,yes,cellular,314,yes
21,student,single,basic.9y,no,no,telephone,5,no
24,technician,single,professional.course,yes,no,cellular,355,yes
71,retired,married,professional.course,yes,no,cellular,115,no
52,admin.,married,university.degree,yes,yes,cellular,942,yes
24,services,single,high.school,yes,no,cellular,355,yes
64,admin.,married,high.school,no,no,cellular,368,yes
45,management,married,university.degree,yes,no,cellular,138,yes
40,management,married,university.degree,yes,no,cellular,321,yes
30,admin.,single,university.degree,yes,no,cellular,248,yes
34,technician,single,basic.9y,no,no,telephone,23,no
29,self-employed,single,university.degree,no,no,telephone,24,no
60,admin.,married,basic.9y,no,no,cellular,174,yes
24,services,single,high.school,yes,no,cellular,860,yes
56,services,married,high.school,yes,no,cellular,427,no
45,management,married,university.degree,no,yes,telephone,171,no
31,student,single,university.degree,no,no,cellular,608,yes
59,management,married,basic.4y,yes,no,cellular,351,yes
42,unknown,single,university.degree,no,no,cellular,366,yes
31,student,single,university.degree,yes,yes,cellular,350,yes
32,technician,single,university.degree,no,no,cellular,125,no
24,technician,married,professional.course,no,no,cellular,192,yes
42,unknown,single,university.degree,yes,no,cellular,513,yes
26,admin.,single,high.school,yes,no,cellular,251,yes
26,admin.,single,university.degree,no,no,cellular,196,yes
63,admin.,married,university.degree,yes,no,cellular,396,yes
29,admin.,single,university.degree,yes,no,cellular,110,no
65,management,married,university.degree,yes,no,cellular,183,yes
29,admin.,married,university.degree,no,no,telephone,7,no
31,admin.,married,university.degree,no,no,telephone,7,no
52,technician,single,professional.course,no,no,telephone,84,no
34,admin.,single,university.degree,yes,yes,telephone,4,no
27,blue-collar,single,basic.6y,no,no,telephone,9,no
35,admin.,married,university.degree,no,no,cellular,768,no
68,retired,married,university.degree,yes,no,cellular,546,yes
61,admin.,married,unknown,yes,yes,cellular,109,no
24,technician,single,professional.course,yes,no,cellular,607,yes
84,retired,divorced,basic.4y,yes,yes,cellular,666,yes
32,admin.,single,university.degree,no,no,cellular,527,yes
52,admin.,married,professional.course,no,no,cellular,606,yes
23,technician,single,professional.course,yes,no,telephone,9,no
33,admin.,single,university.degree,no,no,telephone,5,no
28,technician,single,professional.course,no,yes,telephone,5,no
52,admin.,married,professional.course,yes,yes,cellular,139,no
28,technician,single,professional.course,yes,no,cellular,167,no
52,admin.,married,professional.course,yes,yes,cellular,287,yes
77,retired,married,basic.4y,unknown,unknown,cellular,218,yes
26,student,single,high.school,no,no,cellular,235,no
48,housemaid,married,professional.course,yes,no,cellular,496,yes
68,retired,divorced,high.school,yes,yes,cellular,340,yes
74,retired,divorced,basic.4y,yes,yes,cellular,106,no
24,student,single,professional.course,no,no,cellular,429,yes
25,self-employed,single,unknown,unknown,unknown,cellular,844,yes
57,blue-collar,married,basic.4y,no,yes,cellular,471,yes
24,student,single,professional.course,yes,no,cellular,817,yes
66,retired,divorced,high.school,no,no,cellular,211,no
51,retired,divorced,high.school,no,no,cellular,115,yes
50,housemaid,married,basic.4y,no,yes,cellular,462,yes
47,admin.,married,university.degree,yes,yes,cellular,129,no
48,housemaid,married,professional.course,no,no,cellular,388,yes
26,technician,single,professional.course,no,no,cellular,588,yes
60,retired,married,professional.course,yes,yes,cellular,95,no
76,unknown,married,unknown,no,no,telephone,301,yes
23,admin.,single,high.school,no,no,telephone,331,no
80,retired,divorced,basic.4y,no,yes,cellular,169,yes
34,admin.,divorced,university.degree,yes,no,telephone,332,yes
50,housemaid,married,basic.6y,no,no,cellular,349,yes
50,entrepreneur,divorced,university.degree,yes,no,cellular,386,yes
31,technician,single,university.degree,no,no,cellular,200,yes
51,admin.,married,university.degree,no,no,cellular,396,yes
65,management,married,high.school,yes,no,cellular,117,no
31,technician,single,university.degree,yes,no,telephone,426,yes
48,blue-collar,married,professional.course,no,no,telephone,268,yes
71,retired,married,basic.4y,yes,no,cellular,519,yes
31,technician,single,university.degree,no,no,telephone,270,yes
53,admin.,married,high.school,yes,no,cellular,99,no
39,unemployed,single,high.school,yes,no,cellular,90,no
27,services,single,high.school,no,no,cellular,700,yes
32,management,single,university.degree,no,no,cellular,221,no
23,admin.,single,university.degree,no,yes,cellular,76,no
41,admin.,married,university.degree,yes,no,cellular,269,no
37,management,married,university.degree,yes,no,cellular,292,yes
35,admin.,married,university.degree,yes,no,telephone,304,yes
56,retired,divorced,high.school,yes,no,telephone,9,no
71,retired,married,basic.9y,yes,yes,cellular,230,yes
40,management,married,university.degree,no,no,telephone,367,yes
39,unemployed,single,high.school,yes,no,cellular,240,no
37,admin.,married,university.degree,yes,no,cellular,1005,yes
34,self-employed,married,university.degree,unknown,unknown,cellular,156,no
40,management,married,university.degree,yes,no,cellular,955,yes
63,retired,married,basic.4y,no,no,cellular,273,no
55,services,divorced,high.school,yes,no,cellular,160,no
46,admin.,married,high.school,no,no,cellular,428,no
33,services,single,high.school,yes,no,cellular,132,no
25,student,single,high.school,no,no,cellular,159,no
33,admin.,single,university.degree,no,yes,cellular,87,no
42,admin.,single,university.degree,no,no,cellular,1013,no
67,retired,married,basic.4y,no,no,cellular,300,no
31,technician,single,unknown,no,no,cellular,155,no
53,services,married,basic.9y,yes,no,cellular,196,yes
36,admin.,single,professional.course,yes,no,telephone,25,no
81,retired,married,basic.4y,yes,no,cellular,90,no
25,student,single,high.school,yes,no,cellular,100,no
31,self-employed,single,university.degree,no,no,cellular,209,no
67,retired,married,basic.4y,no,no,cellular,341,yes
33,services,single,high.school,yes,no,cellular,486,no
38,technician,single,university.degree,no,no,cellular,135,no
31,technician,single,unknown,no,no,cellular,308,no
33,admin.,single,university.degree,yes,yes,telephone,109,no
53,services,married,basic.9y,yes,no,telephone,141,no
31,technician,single,unknown,yes,no,cellular,428,yes
28,admin.,married,university.degree,yes,no,cellular,226,no
77,retired,divorced,professional.course,no,no,cellular,258,no
27,admin.,single,university.degree,no,no,cellular,249,yes
31,student,single,university.degree,no,no,cellular,224,no
64,retired,married,professional.course,no,no,cellular,482,yes
37,technician,single,university.degree,yes,no,cellular,481,yes
28,admin.,single,university.degree,yes,yes,cellular,187,yes
28,unemployed,single,basic.9y,no,yes,cellular,261,yes
31,student,single,university.degree,no,no,cellular,279,yes
47,services,divorced,unknown,yes,no,cellular,113,yes
21,student,single,high.school,yes,no,cellular,326,no
31,admin.,single,university.degree,no,no,cellular,172,no
40,admin.,married,high.school,no,yes,cellular,654,yes
30,student,single,high.school,no,no,cellular,592,yes
21,student,single,high.school,yes,no,cellular,263,yes
48,admin.,married,university.degree,yes,yes,cellular,288,yes
28,student,single,unknown,yes,no,cellular,453,no
35,technician,married,university.degree,yes,no,cellular,182,yes
35,technician,married,university.degree,yes,no,cellular,560,yes
27,student,single,university.degree,yes,no,cellular,651,yes
28,student,single,basic.9y,yes,no,cellular,178,yes
47,admin.,married,university.degree,unknown,unknown,cellular,288,yes
27,student,single,university.degree,no,no,cellular,180,yes
30,admin.,single,university.degree,no,no,telephone,156,no
59,unknown,married,unknown,no,no,cellular,198,yes
28,student,single,basic.9y,no,yes,cellular,139,yes
28,student,single,basic.9y,no,no,telephone,199,no
18,student,single,unknown,yes,no,cellular,253,yes
52,admin.,married,university.degree,yes,no,cellular,261,no
48,blue-collar,married,basic.9y,no,no,cellular,296,yes
27,student,single,university.degree,yes,no,telephone,153,no
34,admin.,married,university.degree,yes,no,cellular,250,yes
27,student,single,basic.9y,yes,no,cellular,111,no
18,student,single,unknown,yes,no,cellular,561,yes
48,admin.,single,university.degree,yes,no,cellular,118,yes
47,admin.,married,university.degree,no,no,cellular,470,yes
30,admin.,single,university.degree,yes,no,cellular,191,yes
30,blue-collar,single,professional.course,no,no,cellular,293,yes
46,admin.,single,high.school,no,no,cellular,510,no
46,admin.,single,high.school,no,no,cellular,329,no
26,unemployed,single,university.degree,yes,no,cellular,508,yes
46,technician,married,professional.course,no,no,cellular,382,no
26,unemployed,single,university.degree,yes,no,cellular,203,yes
48,admin.,divorced,university.degree,no,no,cellular,544,yes
71,blue-collar,divorced,basic.4y,no,no,cellular,224,no
48,admin.,divorced,university.degree,no,no,cellular,172,yes
44,admin.,single,university.degree,no,no,cellular,492,no
27,technician,single,university.degree,yes,no,cellular,250,no
47,admin.,married,high.school,no,no,cellular,374,yes
31,student,single,unknown,yes,no,cellular,306,yes
77,retired,married,basic.4y,no,no,cellular,318,yes
31,student,single,unknown,yes,no,cellular,375,yes
41,entrepreneur,married,university.degree,yes,no,cellular,736,yes
71,retired,married,university.degree,yes,no,cellular,134,no
37,management,married,high.school,yes,no,cellular,633,yes
46,technician,married,professional.course,yes,no,cellular,245,yes
63,retired,married,basic.4y,no,no,cellular,163,no
41,admin.,divorced,high.school,yes,yes,cellular,98,no
25,admin.,single,university.degree,no,no,cellular,215,yes
45,admin.,married,university.degree,no,no,cellular,323,yes
60,housemaid,married,basic.4y,no,no,cellular,270,no
59,retired,married,professional.course,yes,no,cellular,303,yes
32,entrepreneur,single,professional.course,yes,no,telephone,47,no
41,admin.,divorced,high.school,yes,no,cellular,258,yes
27,admin.,single,university.degree,no,no,cellular,562,yes
59,retired,married,professional.course,no,no,cellular,218,yes
41,admin.,divorced,high.school,yes,no,cellular,178,yes
41,admin.,divorced,high.school,yes,no,cellular,174,yes
77,management,married,unknown,yes,no,cellular,160,yes
41,technician,divorced,university.degree,yes,no,cellular,252,no
41,technician,divorced,university.degree,yes,no,cellular,366,yes
27,admin.,single,university.degree,yes,no,cellular,177,yes
24,admin.,single,university.degree,no,no,cellular,744,yes
64,retired,married,basic.4y,unknown,unknown,telephone,245,yes
64,unknown,married,unknown,yes,no,telephone,239,yes
30,technician,single,professional.course,no,no,telephone,6,no
30,self-employed,single,university.degree,unknown,unknown,cellular,148,no
30,self-employed,single,university.degree,no,no,cellular,370,no
26,admin.,single,university.degree,no,no,telephone,440,no
47,management,married,university.degree,yes,no,cellular,145,no
35,unemployed,married,high.school,yes,no,cellular,362,yes
47,management,married,university.degree,yes,no,cellular,182,no
73,retired,divorced,basic.4y,yes,no,telephone,195,no
56,blue-collar,divorced,basic.4y,yes,no,telephone,361,no
29,services,single,university.degree,no,no,cellular,265,yes
58,technician,married,basic.9y,yes,no,cellular,324,yes
26,admin.,single,university.degree,no,no,telephone,1087,yes
26,admin.,single,university.degree,no,no,cellular,242,yes
53,management,married,university.degree,yes,no,telephone,97,yes
55,housemaid,single,university.degree,yes,no,telephone,11,no
73,retired,divorced,basic.4y,yes,no,cellular,273,no
55,admin.,divorced,high.school,no,no,cellular,245,yes
25,unemployed,single,high.school,no,no,cellular,188,no
58,management,married,university.degree,no,no,cellular,412,yes
34,blue-collar,married,basic.9y,no,yes,cellular,447,yes
92,retired,married,unknown,no,yes,cellular,1064,yes
19,student,single,unknown,no,no,cellular,192,no
50,admin.,single,university.degree,no,no,cellular,372,yes
22,technician,single,professional.course,yes,no,cellular,122,no
65,retired,married,professional.course,yes,no,cellular,261,yes
34,admin.,single,high.school,yes,no,cellular,168,no
37,management,married,university.degree,yes,yes,telephone,365,no
31,admin.,married,university.degree,no,no,cellular,164,yes
70,retired,married,basic.4y,yes,no,cellular,356,yes
31,admin.,married,university.degree,no,no,cellular,317,yes
55,admin.,divorced,high.school,yes,no,cellular,244,yes
65,retired,married,professional.course,yes,no,cellular,170,no
43,technician,married,high.school,yes,no,cellular,1363,yes
31,services,single,high.school,yes,no,telephone,61,no
61,admin.,married,university.degree,yes,yes,telephone,425,yes
26,student,single,high.school,yes,no,cellular,233,yes
51,blue-collar,married,basic.9y,yes,no,cellular,237,yes
92,retired,married,unknown,no,yes,cellular,370,yes
75,retired,married,basic.4y,no,no,cellular,248,yes
59,admin.,married,university.degree,yes,no,cellular,443,no
35,admin.,married,university.degree,yes,no,cellular,765,yes
66,admin.,divorced,university.degree,yes,no,cellular,222,yes
35,admin.,married,university.degree,yes,yes,cellular,176,no
41,admin.,married,university.degree,yes,no,telephone,345,yes
42,technician,married,professional.course,no,no,cellular,295,yes
71,admin.,married,basic.4y,yes,no,cellular,192,no
67,housemaid,divorced,professional.course,no,no,cellular,350,yes
60,blue-collar,married,basic.4y,yes,no,cellular,176,no
52,management,married,university.degree,yes,no,cellular,175,yes
70,technician,married,unknown,no,no,cellular,411,yes
33,admin.,married,university.degree,no,no,cellular,361,yes
51,technician,married,professional.course,yes,no,cellular,1226,yes
76,retired,married,university.degree,yes,no,cellular,504,yes
27,admin.,married,university.degree,no,no,cellular,312,yes
60,blue-collar,married,basic.4y,yes,no,cellular,187,no
33,admin.,married,university.degree,yes,no,cellular,265,yes
76,retired,married,university.degree,no,no,cellular,126,no
30,admin.,single,high.school,no,no,telephone,18,no
33,management,married,university.degree,no,no,telephone,201,yes
42,blue-collar,married,basic.9y,yes,no,cellular,261,yes
25,student,single,high.school,yes,yes,telephone,461,yes
48,self-employed,divorced,university.degree,no,no,cellular,222,yes
38,entrepreneur,married,university.degree,yes,no,cellular,633,yes
40,management,divorced,university.degree,no,no,cellular,183,no
36,services,single,university.degree,no,no,cellular,394,yes
30,admin.,single,university.degree,no,no,cellular,177,yes
32,admin.,married,university.degree,no,no,telephone,75,no
48,self-employed,divorced,university.degree,no,no,cellular,166,no
39,blue-collar,single,basic.4y,yes,yes,telephone,9,no
42,technician,married,university.degree,no,no,cellular,211,yes
35,management,married,university.degree,no,no,telephone,12,no
31,admin.,married,professional.course,no,no,cellular,318,yes
60,retired,married,basic.4y,no,no,cellular,143,no
34,technician,single,basic.9y,yes,no,cellular,140,no
34,technician,single,basic.9y,no,no,cellular,205,yes
45,technician,married,university.degree,no,no,cellular,111,no
44,retired,single,high.school,no,no,cellular,2035,yes
33,student,married,professional.course,yes,no,cellular,265,yes
45,admin.,divorced,basic.9y,yes,yes,telephone,8,no
34,entrepreneur,married,professional.course,no,no,telephone,6,no
58,self-employed,married,university.degree,no,no,cellular,326,yes
26,student,single,high.school,no,no,cellular,95,no
54,management,married,high.school,no,no,cellular,171,no
36,admin.,married,university.degree,no,no,cellular,212,no
40,admin.,married,high.school,yes,no,telephone,173,no
39,admin.,single,university.degree,yes,yes,telephone,45,no
33,admin.,divorced,high.school,no,no,telephone,107,no
34,admin.,single,high.school,unknown,unknown,telephone,22,no
29,services,single,university.degree,yes,no,telephone,6,no
49,admin.,married,university.degree,yes,no,telephone,4,no
45,self-employed,divorced,professional.course,yes,no,telephone,5,no
30,admin.,single,professional.course,no,no,telephone,10,no
72,retired,divorced,university.degree,no,no,cellular,220,no
26,blue-collar,married,professional.course,unknown,unknown,telephone,11,no
33,unemployed,single,basic.9y,yes,no,telephone,5,no
22,student,single,basic.9y,no,no,telephone,26,no
28,student,single,university.degree,yes,no,telephone,6,no
30,technician,married,professional.course,no,no,telephone,5,no
58,blue-collar,married,high.school,yes,no,telephone,4,no
49,management,divorced,university.degree,yes,no,telephone,26,no
21,services,single,unknown,yes,no,telephone,28,no
27,admin.,married,high.school,yes,no,telephone,36,no
30,admin.,single,university.degree,yes,no,cellular,193,no
30,admin.,single,university.degree,no,no,cellular,343,yes
19,student,single,high.school,unknown,unknown,cellular,1120,yes
33,blue-collar,married,professional.course,yes,no,cellular,253,yes
31,admin.,single,high.school,no,no,cellular,241,no
60,retired,married,high.school,yes,no,cellular,443,yes
56,retired,married,university.degree,no,no,cellular,634,yes
58,retired,divorced,basic.4y,no,no,telephone,34,no
44,admin.,single,high.school,yes,no,telephone,27,no
27,admin.,married,university.degree,yes,no,cellular,415,yes
64,retired,married,professional.course,yes,no,cellular,222,yes
72,retired,married,professional.course,no,no,cellular,1,no
34,admin.,married,university.degree,yes,no,cellular,161,no
37,admin.,married,university.degree,yes,no,cellular,729,yes
24,student,single,unknown,yes,no,cellular,300,yes
24,student,single,unknown,yes,no,cellular,222,no
60,admin.,divorced,professional.course,yes,no,cellular,481,yes
71,retired,married,high.school,no,no,cellular,222,no
59,admin.,married,university.degree,no,yes,cellular,193,yes
45,blue-collar,single,high.school,yes,yes,cellular,327,yes
24,student,single,unknown,yes,no,cellular,191,no
24,student,single,unknown,yes,yes,telephone,663,no
37,admin.,married,university.degree,no,no,cellular,265,yes
70,retired,divorced,professional.course,yes,no,telephone,380,no
34,admin.,married,university.degree,yes,no,cellular,691,no
29,self-employed,single,university.degree,yes,yes,cellular,95,no
24,student,single,unknown,yes,no,cellular,367,no
22,student,single,high.school,no,no,cellular,369,yes
45,management,married,university.degree,no,no,cellular,293,yes
